HOG	OG	Gene Tree Parent Clade	19222_Sid_GoodCoral_500lnThresh_Final	29422_past_LongestContig_suffixed
N0.HOG0001689	OG0001573	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11520, Siderastrea_Mexico_Barshis-Radice_Host_contig17543	
N0.HOG0001690	OG0001574	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11523, Siderastrea_Mexico_Barshis-Radice_Host_contig17516	
N0.HOG0001691	OG0001575	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07717, Siderastrea_Mexico_Barshis-Radice_Host_contig11529	
N0.HOG0001692	OG0001576	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02184, Siderastrea_Mexico_Barshis-Radice_Host_contig03310	
N0.HOG0001693	OG0001577	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17351	isotig03392_Past
N0.HOG0001694	OG0001578	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04215, Siderastrea_Mexico_Barshis-Radice_Host_contig13695	
N0.HOG0001695	OG0001579	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09271, Siderastrea_Mexico_Barshis-Radice_Host_contig12738	
N0.HOG0001696	OG0001580	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06958	isotig16061_Past
N0.HOG0001697	OG0001581	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06951, Siderastrea_Mexico_Barshis-Radice_Host_contig05851	
N0.HOG0001698	OG0001582	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10420, Siderastrea_Mexico_Barshis-Radice_Host_contig06952	
N0.HOG0001699	OG0001583	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08681, Siderastrea_Mexico_Barshis-Radice_Host_contig02819	
N0.HOG0001700	OG0001584	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04776, Siderastrea_Mexico_Barshis-Radice_Host_contig18446	
N0.HOG0001701	OG0001585	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15339	isotig12149_Past
N0.HOG0001702	OG0001586	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08374, Siderastrea_Mexico_Barshis-Radice_Host_contig01193	
N0.HOG0001703	OG0001587	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03333, Siderastrea_Mexico_Barshis-Radice_Host_contig04440	
N0.HOG0001704	OG0001588	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00467	isotig03655_Past
N0.HOG0001705	OG0001589	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00466	GCKDGN102DUO0D_Past
N0.HOG0001706	OG0001590	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09967, Siderastrea_Mexico_Barshis-Radice_Host_contig04446	
N0.HOG0001707	OG0001591	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06603, Siderastrea_Mexico_Barshis-Radice_Host_contig08183	
N0.HOG0001708	OG0001592	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07609	GCKDGN101CI5OV_Past
N0.HOG0001709	OG0001593	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14982, Siderastrea_Mexico_Barshis-Radice_Host_contig05605	
N0.HOG0001710	OG0001594	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05606, Siderastrea_Mexico_Barshis-Radice_Host_contig12399	
N0.HOG0001711	OG0001595	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05607	isotig15580_Past
N0.HOG0001712	OG0001596	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05600, Siderastrea_Mexico_Barshis-Radice_Host_contig19015	
N0.HOG0001713	OG0001597	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19105	GCKDGN101BH3LV_Past
N0.HOG0001714	OG0001598	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08152, Siderastrea_Mexico_Barshis-Radice_Host_contig01734	
N0.HOG0001715	OG0001599	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13045	isotig10191_Past
N0.HOG0001716	OG0001600	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16167, Siderastrea_Mexico_Barshis-Radice_Host_contig14487	
N0.HOG0001717	OG0001601	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01653, Siderastrea_Mexico_Barshis-Radice_Host_contig12510	
N0.HOG0001718	OG0001602	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01656	isotig04005_Past
N0.HOG0001719	OG0001603	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01659, Siderastrea_Mexico_Barshis-Radice_Host_contig18330	
N0.HOG0001720	OG0001604	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02380	isotig04344_Past
N0.HOG0001721	OG0001605	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02383	isotig09207_Past
N0.HOG0001722	OG0001606	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10461	isotig06920_Past
N0.HOG0001723	OG0001607	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10464, Siderastrea_Mexico_Barshis-Radice_Host_contig11106	
N0.HOG0001724	OG0001608	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03783, Siderastrea_Mexico_Barshis-Radice_Host_contig10468	
N0.HOG0001725	OG0001609	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13474	isotig04701_Past
N0.HOG0001726	OG0001610	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14315, Siderastrea_Mexico_Barshis-Radice_Host_contig10842	
N0.HOG0001727	OG0001611	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13476, Siderastrea_Mexico_Barshis-Radice_Host_contig11186	
N0.HOG0001728	OG0001612	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07806, Siderastrea_Mexico_Barshis-Radice_Host_contig11700	
N0.HOG0001729	OG0001613	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11755	isotig02755_Past
N0.HOG0001730	OG0001614	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10898, Siderastrea_Mexico_Barshis-Radice_Host_contig11752	
N0.HOG0001731	OG0001615	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13438, Siderastrea_Mexico_Barshis-Radice_Host_contig00929	
N0.HOG0001732	OG0001616	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03477	isotig05550_Past
N0.HOG0001733	OG0001617	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18807	isotig04957_Past
N0.HOG0001734	OG0001618	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10808, Siderastrea_Mexico_Barshis-Radice_Host_contig11407	
N0.HOG0001735	OG0001619	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03221	GE914318_Past
N0.HOG0001736	OG0001620	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00451, Siderastrea_Mexico_Barshis-Radice_Host_contig07893	
N0.HOG0001737	OG0001621	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07386	isotig14247_Past
N0.HOG0001738	OG0001622	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07381	isotig04624_Past
N0.HOG0001739	OG0001623	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16566	isotig02394_Past
N0.HOG0001740	OG0001624	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14768	GCKDGN101CE8LR_Past
N0.HOG0001741	OG0001625	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16569	isotig01692_Past
N0.HOG0001742	OG0001626	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02408, Siderastrea_Mexico_Barshis-Radice_Host_contig11770	
N0.HOG0001743	OG0001627	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04304	isotig08353_Past
N0.HOG0001744	OG0001628	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11033, Siderastrea_Mexico_Barshis-Radice_Host_contig05935	
N0.HOG0001745	OG0001629	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11037	isotig11568_Past
N0.HOG0001746	OG0001630	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16088, Siderastrea_Mexico_Barshis-Radice_Host_contig11035	
N0.HOG0001747	OG0001631	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03010	isotig23191_Past
N0.HOG0001748	OG0001632	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05839, Siderastrea_Mexico_Barshis-Radice_Host_contig09275	
N0.HOG0001749	OG0001633	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10801, Siderastrea_Mexico_Barshis-Radice_Host_contig04121	
N0.HOG0001750	OG0001634	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08386	isotig11497_Past
N0.HOG0001751	OG0001635	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08385	isotig09491_Past
N0.HOG0001752	OG0001636	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04903, Siderastrea_Mexico_Barshis-Radice_Host_contig18001	
N0.HOG0001753	OG0001637	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18002	isotig01040_Past
N0.HOG0001754	OG0001638	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09381	isotig30222_Past
N0.HOG0001755	OG0001639	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09380	isotig05701_Past
N0.HOG0001756	OG0001640	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09383	GCKDGN101B9FL0_Past
N0.HOG0001757	OG0001641	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10250, Siderastrea_Mexico_Barshis-Radice_Host_contig14801	
N0.HOG0001758	OG0001642	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08128	GCKDGN102EL8AX_Past
N0.HOG0001759	OG0001643	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10071, Siderastrea_Mexico_Barshis-Radice_Host_contig09693	
N0.HOG0001760	OG0001644	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16362	isotig08631_Past
N0.HOG0001761	OG0001645	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13788	isotig04163_Past
N0.HOG0001762	OG0001646	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13786	GCKDGN102EMY2L_Past
N0.HOG0001763	OG0001647	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10302, Siderastrea_Mexico_Barshis-Radice_Host_contig13780	
N0.HOG0001764	OG0001648	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01300	isotig10919_Past
N0.HOG0001765	OG0001649	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06131	isotig15335_Past
N0.HOG0001766	OG0001650	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02240, Siderastrea_Mexico_Barshis-Radice_Host_contig05129	
N0.HOG0001767	OG0001651	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02246	isotig29320_Past
N0.HOG0001768	OG0001652	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08895	isotig04662_Past
N0.HOG0001769	OG0001653	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12783	isotig03700_Past
N0.HOG0001770	OG0001654	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11556, Siderastrea_Mexico_Barshis-Radice_Host_contig16092	
N0.HOG0001771	OG0001655	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12922, Siderastrea_Mexico_Barshis-Radice_Host_contig02501	
N0.HOG0001772	OG0001656	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16098, Siderastrea_Mexico_Barshis-Radice_Host_contig11317	
N0.HOG0001773	OG0001657	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13250, Siderastrea_Mexico_Barshis-Radice_Host_contig16958	
N0.HOG0001774	OG0001658	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13252, Siderastrea_Mexico_Barshis-Radice_Host_contig03822	
N0.HOG0001775	OG0001659	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13333, Siderastrea_Mexico_Barshis-Radice_Host_contig17418	
N0.HOG0001776	OG0001660	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07823, Siderastrea_Mexico_Barshis-Radice_Host_contig17579	
N0.HOG0001777	OG0001661	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17576	isotig19943_Past
N0.HOG0001778	OG0001662	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02651	GE911602_Past
N0.HOG0001779	OG0001663	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02658	isotig05686_Past
N0.HOG0001780	OG0001664	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14804	isotig25561_Past
N0.HOG0001781	OG0001665	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18074, Siderastrea_Mexico_Barshis-Radice_Host_contig11911	
N0.HOG0001782	OG0001666	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06975, Siderastrea_Mexico_Barshis-Radice_Host_contig18100	
N0.HOG0001783	OG0001667	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05794, Siderastrea_Mexico_Barshis-Radice_Host_contig16957	
N0.HOG0001784	OG0001668	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16950	GCKDGN103GNTWR_Past
N0.HOG0001785	OG0001669	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16951	isotig14585_Past
N0.HOG0001786	OG0001670	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05614, Siderastrea_Mexico_Barshis-Radice_Host_contig04715	
N0.HOG0001787	OG0001671	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04717	isotig17353_Past
N0.HOG0001788	OG0001672	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04711	isotig00725_Past
N0.HOG0001789	OG0001673	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15313	GCKDGN103F2WNX_Past
N0.HOG0001790	OG0001674	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15310	isotig24281_Past
N0.HOG0001791	OG0001675	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03666, Siderastrea_Mexico_Barshis-Radice_Host_contig15314	
N0.HOG0001792	OG0001676	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01364, Siderastrea_Mexico_Barshis-Radice_Host_contig05023	
N0.HOG0001793	OG0001677	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07590, Siderastrea_Mexico_Barshis-Radice_Host_contig03553	
N0.HOG0001794	OG0001678	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07594	isotig03337_Past
N0.HOG0001795	OG0001679	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07598	isotig00883_Past
N0.HOG0001796	OG0001680	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07599	isotig21790_Past
N0.HOG0001797	OG0001681	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03299	isotig15140_Past
N0.HOG0001798	OG0001682	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00488, Siderastrea_Mexico_Barshis-Radice_Host_contig18581	
N0.HOG0001799	OG0001683	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00481	isotig00865_Past
N0.HOG0001800	OG0001684	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18437, Siderastrea_Mexico_Barshis-Radice_Host_contig00486	
N0.HOG0001801	OG0001685	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07624, Siderastrea_Mexico_Barshis-Radice_Host_contig03763	
N0.HOG0001802	OG0001686	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06788, Siderastrea_Mexico_Barshis-Radice_Host_contig07625	
N0.HOG0001803	OG0001687	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07620, Siderastrea_Mexico_Barshis-Radice_Host_contig06263	
N0.HOG0001804	OG0001688	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07621	isotig24588_Past
N0.HOG0001805	OG0001689	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06482, Siderastrea_Mexico_Barshis-Radice_Host_contig06624	
N0.HOG0001806	OG0001690	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00846, Siderastrea_Mexico_Barshis-Radice_Host_contig06623	
N0.HOG0001807	OG0001691	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05445	isotig14970_Past
N0.HOG0001808	OG0001692	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01281, Siderastrea_Mexico_Barshis-Radice_Host_contig14292	
N0.HOG0001809	OG0001693	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01288	isotig16661_Past
N0.HOG0001810	OG0001694	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05199, Siderastrea_Mexico_Barshis-Radice_Host_contig08316	
N0.HOG0001811	OG0001695	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05197	isotig20823_Past
N0.HOG0001812	OG0001696	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05193	isotig26979_Past
N0.HOG0001813	OG0001697	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14785	isotig04649_Past
N0.HOG0001814	OG0001698	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03227	isotig26736_Past
N0.HOG0001815	OG0001699	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11090	isotig04146_Past
N0.HOG0001816	OG0001700	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09738	isotig03804_Past
N0.HOG0001817	OG0001701	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18491, Siderastrea_Mexico_Barshis-Radice_Host_contig09786	
N0.HOG0001818	OG0001702	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17848, Siderastrea_Mexico_Barshis-Radice_Host_contig07977	
N0.HOG0001819	OG0001703	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02211, Siderastrea_Mexico_Barshis-Radice_Host_contig17021	
N0.HOG0001820	OG0001704	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13480, Siderastrea_Mexico_Barshis-Radice_Host_contig03454	
N0.HOG0001821	OG0001705	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13065	isotig16403_Past
N0.HOG0001822	OG0001706	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01634	isotig03158_Past
N0.HOG0001823	OG0001707	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03370, Siderastrea_Mexico_Barshis-Radice_Host_contig18271	
N0.HOG0001824	OG0001708	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18274	GCKDGN102C6TE6_Past
N0.HOG0001825	OG0001709	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05327	isotig09318_Past
N0.HOG0001826	OG0001710	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01127, Siderastrea_Mexico_Barshis-Radice_Host_contig07657	
N0.HOG0001827	OG0001711	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02691	isotig28592_Past
N0.HOG0001828	OG0001712	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09422, Siderastrea_Mexico_Barshis-Radice_Host_contig00902	
N0.HOG0001829	OG0001713	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12336, Siderastrea_Mexico_Barshis-Radice_Host_contig10120	
N0.HOG0001830	OG0001714	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12337, Siderastrea_Mexico_Barshis-Radice_Host_contig02436	
N0.HOG0001831	OG0001715	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06367	isotig19477_Past
N0.HOG0001832	OG0001716	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03455	isotig15793_Past
N0.HOG0001833	OG0001717	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11257, Siderastrea_Mexico_Barshis-Radice_Host_contig03907	
N0.HOG0001834	OG0001718	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03908, Siderastrea_Mexico_Barshis-Radice_Host_contig00790	
N0.HOG0001835	OG0001719	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03458	isotig12573_Past
N0.HOG0001836	OG0001720	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10862	isotig21910_Past
N0.HOG0001837	OG0001721	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10410, Siderastrea_Mexico_Barshis-Radice_Host_contig15816	
N0.HOG0001838	OG0001722	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15202	GCKDGN102EFN3M_Past
N0.HOG0001839	OG0001723	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07360	isotig25552_Past
N0.HOG0001840	OG0001724	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16548, Siderastrea_Mexico_Barshis-Radice_Host_contig09578	
N0.HOG0001841	OG0001725	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16544	isotig03385_Past
N0.HOG0001842	OG0001726	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02464	isotig21054_Past
N0.HOG0001843	OG0001727	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16988, Siderastrea_Mexico_Barshis-Radice_Host_contig02467	
N0.HOG0001844	OG0001728	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18363, Siderastrea_Mexico_Barshis-Radice_Host_contig02461	
N0.HOG0001845	OG0001729	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08810, Siderastrea_Mexico_Barshis-Radice_Host_contig14667	
N0.HOG0001846	OG0001730	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18606, Siderastrea_Mexico_Barshis-Radice_Host_contig08811	
N0.HOG0001847	OG0001731	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08819	isotig01656_Past
N0.HOG0001848	OG0001732	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17158	isotig15079_Past
N0.HOG0001849	OG0001733	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11018	isotig11826_Past
N0.HOG0001850	OG0001734	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05853	isotig03328_Past
N0.HOG0001851	OG0001735	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13886, Siderastrea_Mexico_Barshis-Radice_Host_contig06669	
N0.HOG0001852	OG0001736	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10546, Siderastrea_Mexico_Barshis-Radice_Host_contig09454	
N0.HOG0001853	OG0001737	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04105	isotig10829_Past
N0.HOG0001854	OG0001738	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06798, Siderastrea_Mexico_Barshis-Radice_Host_contig02885	
N0.HOG0001855	OG0001739	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08104, Siderastrea_Mexico_Barshis-Radice_Host_contig06636	
N0.HOG0001856	OG0001740	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08108	isotig06202_Past
N0.HOG0001857	OG0001741	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18924, Siderastrea_Mexico_Barshis-Radice_Host_contig05316	
N0.HOG0001858	OG0001742	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10059	isotig05640_Past
N0.HOG0001859	OG0001743	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10058, Siderastrea_Mexico_Barshis-Radice_Host_contig15815	
N0.HOG0001860	OG0001744	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00736	isotig09278_Past
N0.HOG0001861	OG0001745	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16406, Siderastrea_Mexico_Barshis-Radice_Host_contig12797	
N0.HOG0001862	OG0001746	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00738, Siderastrea_Mexico_Barshis-Radice_Host_contig09047	
N0.HOG0001863	OG0001747	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11906	isotig25302_Past
N0.HOG0001864	OG0001748	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07871	isotig04020_Past
N0.HOG0001865	OG0001749	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04966, Siderastrea_Mexico_Barshis-Radice_Host_contig16309	
N0.HOG0001866	OG0001750	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06213, Siderastrea_Mexico_Barshis-Radice_Host_contig14196	
N0.HOG0001867	OG0001751	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07873	isotig03241_Past
N0.HOG0001868	OG0001752	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02268	isotig17336_Past
N0.HOG0001869	OG0001753	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02267	isotig04237_Past
N0.HOG0001870	OG0001754	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07831, Siderastrea_Mexico_Barshis-Radice_Host_contig06297	
N0.HOG0001871	OG0001755	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13431	isotig06331_Past
N0.HOG0001872	OG0001756	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09329	isotig12151_Past
N0.HOG0001873	OG0001757	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19071, Siderastrea_Mexico_Barshis-Radice_Host_contig11359	
N0.HOG0001874	OG0001758	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13504, Siderastrea_Mexico_Barshis-Radice_Host_contig05940	
N0.HOG0001875	OG0001759	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13500, Siderastrea_Mexico_Barshis-Radice_Host_contig03373	
N0.HOG0001876	OG0001760	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17430	isotig01093_Past
N0.HOG0001877	OG0001761	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11588, Siderastrea_Mexico_Barshis-Radice_Host_contig17433	
N0.HOG0001878	OG0001762	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08524, Siderastrea_Mexico_Barshis-Radice_Host_contig11283	
N0.HOG0001879	OG0001763	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11652	isotig14163_Past
N0.HOG0001880	OG0001764	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16887	isotig29620_Past
N0.HOG0001881	OG0001765	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17557, Siderastrea_Mexico_Barshis-Radice_Host_contig19044	
N0.HOG0001882	OG0001766	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17556	isotig19209_Past
