"","orthogroup","gene_Sid","isotig"
"N0.HOG0003426","N0.HOG0003426","Siderastrea_Mexico_Barshis-Radice_Host_contig16797","isotig22412_Past"
"N0.HOG0003427","N0.HOG0003427","Siderastrea_Mexico_Barshis-Radice_Host_contig10937","isotig18546_Past"
"N0.HOG0003428","N0.HOG0003428","Siderastrea_Mexico_Barshis-Radice_Host_contig04361","isotig05366_Past"
"N0.HOG0003429","N0.HOG0003429","Siderastrea_Mexico_Barshis-Radice_Host_contig11189","isotig06343_Past"
"N0.HOG0003432","N0.HOG0003432","Siderastrea_Mexico_Barshis-Radice_Host_contig19209","isotig28773_Past"
"N0.HOG0003433","N0.HOG0003433","Siderastrea_Mexico_Barshis-Radice_Host_contig09546","isotig14598_Past"
"N0.HOG0003434","N0.HOG0003434","Siderastrea_Mexico_Barshis-Radice_Host_contig19205","isotig05710_Past"
"N0.HOG0003436","N0.HOG0003436","Siderastrea_Mexico_Barshis-Radice_Host_contig11320","isotig12644_Past"
"N0.HOG0003437","N0.HOG0003437","Siderastrea_Mexico_Barshis-Radice_Host_contig16913","isotig12010_Past"
"N0.HOG0003438","N0.HOG0003438","Siderastrea_Mexico_Barshis-Radice_Host_contig05672","isotig25793_Past"
"N0.HOG0003439","N0.HOG0003439","Siderastrea_Mexico_Barshis-Radice_Host_contig05498","isotig14410_Past"
"N0.HOG0003440","N0.HOG0003440","Siderastrea_Mexico_Barshis-Radice_Host_contig18137","isotig00851_Past"
"N0.HOG0003442","N0.HOG0003442","Siderastrea_Mexico_Barshis-Radice_Host_contig10495","isotig15241_Past"
"N0.HOG0003443","N0.HOG0003443","Siderastrea_Mexico_Barshis-Radice_Host_contig05056","isotig15690_Past"
"N0.HOG0003444","N0.HOG0003444","Siderastrea_Mexico_Barshis-Radice_Host_contig13679","isotig11796_Past"
"N0.HOG0003445","N0.HOG0003445","Siderastrea_Mexico_Barshis-Radice_Host_contig09636","isotig17095_Past"
"N0.HOG0003446","N0.HOG0003446","Siderastrea_Mexico_Barshis-Radice_Host_contig16005","isotig03068_Past"
"N0.HOG0003449","N0.HOG0003449","Siderastrea_Mexico_Barshis-Radice_Host_contig14376","isotig19885_Past"
"N0.HOG0003451","N0.HOG0003451","Siderastrea_Mexico_Barshis-Radice_Host_contig14370","isotig06428_Past"
"N0.HOG0003452","N0.HOG0003452","Siderastrea_Mexico_Barshis-Radice_Host_contig13411","isotig24069_Past"
"N0.HOG0003453","N0.HOG0003453","Siderastrea_Mexico_Barshis-Radice_Host_contig18864","isotig06530_Past"
"N0.HOG0003454","N0.HOG0003454","Siderastrea_Mexico_Barshis-Radice_Host_contig01536","isotig03247_Past"
"N0.HOG0003455","N0.HOG0003455","Siderastrea_Mexico_Barshis-Radice_Host_contig14110","isotig14326_Past"
"N0.HOG0003456","N0.HOG0003456","Siderastrea_Mexico_Barshis-Radice_Host_contig04603","GE911569_Past"
"N0.HOG0003457","N0.HOG0003457","Siderastrea_Mexico_Barshis-Radice_Host_contig09108","isotig07302_Past"
"N0.HOG0003458","N0.HOG0003458","Siderastrea_Mexico_Barshis-Radice_Host_contig02918","isotig07249_Past"
"N0.HOG0003459","N0.HOG0003459","Siderastrea_Mexico_Barshis-Radice_Host_contig17776","isotig11644_Past"
"N0.HOG0003460","N0.HOG0003460","Siderastrea_Mexico_Barshis-Radice_Host_contig07482","isotig05773_Past"
"N0.HOG0003461","N0.HOG0003461","Siderastrea_Mexico_Barshis-Radice_Host_contig06882","isotig10790_Past"
"N0.HOG0003462","N0.HOG0003462","Siderastrea_Mexico_Barshis-Radice_Host_contig03676","isotig00605_Past"
"N0.HOG0003463","N0.HOG0003463","Siderastrea_Mexico_Barshis-Radice_Host_contig09587","isotig10409_Past"
"N0.HOG0003464","N0.HOG0003464","Siderastrea_Mexico_Barshis-Radice_Host_contig07285","isotig03162_Past"
"N0.HOG0003465","N0.HOG0003465","Siderastrea_Mexico_Barshis-Radice_Host_contig07173","GCKDGN101ASTEI_Past"
"N0.HOG0003466","N0.HOG0003466","Siderastrea_Mexico_Barshis-Radice_Host_contig11502","isotig10851_Past"
"N0.HOG0003467","N0.HOG0003467","Siderastrea_Mexico_Barshis-Radice_Host_contig04482","isotig20730_Past"
"N0.HOG0003468","N0.HOG0003468","Siderastrea_Mexico_Barshis-Radice_Host_contig00390","isotig13929_Past"
"N0.HOG0003469","N0.HOG0003469","Siderastrea_Mexico_Barshis-Radice_Host_contig07025","isotig15348_Past"
"N0.HOG0003471","N0.HOG0003471","Siderastrea_Mexico_Barshis-Radice_Host_contig01802","isotig04108_Past"
"N0.HOG0003472","N0.HOG0003472","Siderastrea_Mexico_Barshis-Radice_Host_contig09029","isotig13818_Past"
"N0.HOG0003473","N0.HOG0003473","Siderastrea_Mexico_Barshis-Radice_Host_contig10783","isotig05981_Past"
"N0.HOG0003474","N0.HOG0003474","Siderastrea_Mexico_Barshis-Radice_Host_contig01800","GCKDGN101B8GBL_Past"
"N0.HOG0003475","N0.HOG0003475","Siderastrea_Mexico_Barshis-Radice_Host_contig08683","isotig15078_Past"
"N0.HOG0003476","N0.HOG0003476","Siderastrea_Mexico_Barshis-Radice_Host_contig07305","GCKDGN103FL9WH_Past"
"N0.HOG0003477","N0.HOG0003477","Siderastrea_Mexico_Barshis-Radice_Host_contig18657","isotig04659_Past"
"N0.HOG0003478","N0.HOG0003478","Siderastrea_Mexico_Barshis-Radice_Host_contig18300","isotig10507_Past"
"N0.HOG0003479","N0.HOG0003479","Siderastrea_Mexico_Barshis-Radice_Host_contig08738","isotig13729_Past"
"N0.HOG0003480","N0.HOG0003480","Siderastrea_Mexico_Barshis-Radice_Host_contig15008","isotig31297_Past"
"N0.HOG0003481","N0.HOG0003481","Siderastrea_Mexico_Barshis-Radice_Host_contig01324","isotig06081_Past"
"N0.HOG0003482","N0.HOG0003482","Siderastrea_Mexico_Barshis-Radice_Host_contig03874","isotig27482_Past"
"N0.HOG0003483","N0.HOG0003483","Siderastrea_Mexico_Barshis-Radice_Host_contig17521","GCKDGN102DYLAY_Past"
"N0.HOG0003484","N0.HOG0003484","Siderastrea_Mexico_Barshis-Radice_Host_contig10680","isotig30703_Past"
"N0.HOG0003486","N0.HOG0003486","Siderastrea_Mexico_Barshis-Radice_Host_contig15006","isotig21973_Past"
"N0.HOG0003487","N0.HOG0003487","Siderastrea_Mexico_Barshis-Radice_Host_contig16224","isotig14517_Past"
"N0.HOG0003488","N0.HOG0003488","Siderastrea_Mexico_Barshis-Radice_Host_contig16225","isotig07201_Past"
"N0.HOG0003489","N0.HOG0003489","Siderastrea_Mexico_Barshis-Radice_Host_contig13086","GCKDGN101A9IY8_Past"
"N0.HOG0003490","N0.HOG0003490","Siderastrea_Mexico_Barshis-Radice_Host_contig07300","isotig15555_Past"
"N0.HOG0003491","N0.HOG0003491","Siderastrea_Mexico_Barshis-Radice_Host_contig07038","isotig01056_Past"
"N0.HOG0003492","N0.HOG0003492","Siderastrea_Mexico_Barshis-Radice_Host_contig05619","GCKDGN103GYAN7_Past"
"N0.HOG0003493","N0.HOG0003493","Siderastrea_Mexico_Barshis-Radice_Host_contig12688","isotig11049_Past"
"N0.HOG0003494","N0.HOG0003494","Siderastrea_Mexico_Barshis-Radice_Host_contig09741","isotig15254_Past"
"N0.HOG0003495","N0.HOG0003495","Siderastrea_Mexico_Barshis-Radice_Host_contig13334","isotig08764_Past"
"N0.HOG0003496","N0.HOG0003496","Siderastrea_Mexico_Barshis-Radice_Host_contig02086","GCKDGN102DG83U_Past"
"N0.HOG0003497","N0.HOG0003497","Siderastrea_Mexico_Barshis-Radice_Host_contig07221","isotig08231_Past"
"N0.HOG0003498","N0.HOG0003498","Siderastrea_Mexico_Barshis-Radice_Host_contig11244","GCKDGN103FODR0_Past"
"N0.HOG0003499","N0.HOG0003499","Siderastrea_Mexico_Barshis-Radice_Host_contig11243","isotig01146_Past"
"N0.HOG0003500","N0.HOG0003500","Siderastrea_Mexico_Barshis-Radice_Host_contig19170","isotig14384_Past"
"N0.HOG0003501","N0.HOG0003501","Siderastrea_Mexico_Barshis-Radice_Host_contig17347","isotig11837_Past"
"N0.HOG0003502","N0.HOG0003502","Siderastrea_Mexico_Barshis-Radice_Host_contig04038","isotig00358_Past"
"N0.HOG0003503","N0.HOG0003503","Siderastrea_Mexico_Barshis-Radice_Host_contig04039","isotig16330_Past"
"N0.HOG0003505","N0.HOG0003505","Siderastrea_Mexico_Barshis-Radice_Host_contig00236","isotig09642_Past"
"N0.HOG0003506","N0.HOG0003506","Siderastrea_Mexico_Barshis-Radice_Host_contig00233","isotig03858_Past"
"N0.HOG0003507","N0.HOG0003507","Siderastrea_Mexico_Barshis-Radice_Host_contig08257","isotig03833_Past"
"N0.HOG0003508","N0.HOG0003508","Siderastrea_Mexico_Barshis-Radice_Host_contig08250","isotig00669_Past"
"N0.HOG0003509","N0.HOG0003509","Siderastrea_Mexico_Barshis-Radice_Host_contig16968","isotig20044_Past"
"N0.HOG0003510","N0.HOG0003510","Siderastrea_Mexico_Barshis-Radice_Host_contig08033","isotig01196_Past"
"N0.HOG0003511","N0.HOG0003511","Siderastrea_Mexico_Barshis-Radice_Host_contig06888","isotig03614_Past"
"N0.HOG0003512","N0.HOG0003512","Siderastrea_Mexico_Barshis-Radice_Host_contig11874","isotig03954_Past"
"N0.HOG0003513","N0.HOG0003513","Siderastrea_Mexico_Barshis-Radice_Host_contig14689","isotig03805_Past"
"N0.HOG0003514","N0.HOG0003514","Siderastrea_Mexico_Barshis-Radice_Host_contig17097","isotig06499_Past"
"N0.HOG0003515","N0.HOG0003515","Siderastrea_Mexico_Barshis-Radice_Host_contig17090","isotig13784_Past"
"N0.HOG0003516","N0.HOG0003516","Siderastrea_Mexico_Barshis-Radice_Host_contig09617","isotig03947_Past"
"N0.HOG0003517","N0.HOG0003517","Siderastrea_Mexico_Barshis-Radice_Host_contig16878","isotig09382_Past"
"N0.HOG0003518","N0.HOG0003518","Siderastrea_Mexico_Barshis-Radice_Host_contig19046","isotig03515_Past"
"N0.HOG0003519","N0.HOG0003519","Siderastrea_Mexico_Barshis-Radice_Host_contig16921","GCKDGN103FY3I5_Past"
"N0.HOG0003520","N0.HOG0003520","Siderastrea_Mexico_Barshis-Radice_Host_contig19045","isotig12700_Past"
"N0.HOG0003522","N0.HOG0003522","Siderastrea_Mexico_Barshis-Radice_Host_contig01512","isotig04694_Past"
"N0.HOG0003523","N0.HOG0003523","Siderastrea_Mexico_Barshis-Radice_Host_contig19042","isotig19081_Past"
"N0.HOG0003524","N0.HOG0003524","Siderastrea_Mexico_Barshis-Radice_Host_contig18848","GCKDGN101AYHWS_Past"
"N0.HOG0003525","N0.HOG0003525","Siderastrea_Mexico_Barshis-Radice_Host_contig11984","GCKDGN102D7AOX_Past"
"N0.HOG0003526","N0.HOG0003526","Siderastrea_Mexico_Barshis-Radice_Host_contig16748","isotig05669_Past"
"N0.HOG0003527","N0.HOG0003527","Siderastrea_Mexico_Barshis-Radice_Host_contig02012","isotig09089_Past"
"N0.HOG0003528","N0.HOG0003528","Siderastrea_Mexico_Barshis-Radice_Host_contig13455","isotig05063_Past"
"N0.HOG0003529","N0.HOG0003529","Siderastrea_Mexico_Barshis-Radice_Host_contig04850","isotig13625_Past"
"N0.HOG0003530","N0.HOG0003530","Siderastrea_Mexico_Barshis-Radice_Host_contig04536","isotig08862_Past"
"N0.HOG0003531","N0.HOG0003531","Siderastrea_Mexico_Barshis-Radice_Host_contig15560","isotig05036_Past"
"N0.HOG0003532","N0.HOG0003532","Siderastrea_Mexico_Barshis-Radice_Host_contig13286","isotig13084_Past"
"N0.HOG0003533","N0.HOG0003533","Siderastrea_Mexico_Barshis-Radice_Host_contig03650","isotig03827_Past"
"N0.HOG0003534","N0.HOG0003534","Siderastrea_Mexico_Barshis-Radice_Host_contig02690","isotig20097_Past"
"N0.HOG0003535","N0.HOG0003535","Siderastrea_Mexico_Barshis-Radice_Host_contig17132","isotig19978_Past"
"N0.HOG0003536","N0.HOG0003536","Siderastrea_Mexico_Barshis-Radice_Host_contig01476","isotig17544_Past"
"N0.HOG0003537","N0.HOG0003537","Siderastrea_Mexico_Barshis-Radice_Host_contig16311","isotig28634_Past"
"N0.HOG0003538","N0.HOG0003538","Siderastrea_Mexico_Barshis-Radice_Host_contig04724","isotig09427_Past"
"N0.HOG0003539","N0.HOG0003539","Siderastrea_Mexico_Barshis-Radice_Host_contig15118","GCKDGN101BQS1Q_Past"
"N0.HOG0003541","N0.HOG0003541","Siderastrea_Mexico_Barshis-Radice_Host_contig03620","isotig08044_Past"
"N0.HOG0003544","N0.HOG0003544","Siderastrea_Mexico_Barshis-Radice_Host_contig02129","isotig15845_Past"
"N0.HOG0003545","N0.HOG0003545","Siderastrea_Mexico_Barshis-Radice_Host_contig08751","isotig08920_Past"
"N0.HOG0003546","N0.HOG0003546","Siderastrea_Mexico_Barshis-Radice_Host_contig18393","isotig13640_Past"
"N0.HOG0003547","N0.HOG0003547","Siderastrea_Mexico_Barshis-Radice_Host_contig03853","isotig03434_Past"
"N0.HOG0003548","N0.HOG0003548","Siderastrea_Mexico_Barshis-Radice_Host_contig03857","isotig19728_Past"
"N0.HOG0003549","N0.HOG0003549","Siderastrea_Mexico_Barshis-Radice_Host_contig13352","isotig21512_Past"
"N0.HOG0003550","N0.HOG0003550","Siderastrea_Mexico_Barshis-Radice_Host_contig16791","isotig29141_Past"
"N0.HOG0003551","N0.HOG0003551","Siderastrea_Mexico_Barshis-Radice_Host_contig02064","GCKDGN101A4WM3_Past"
"N0.HOG0003552","N0.HOG0003552","Siderastrea_Mexico_Barshis-Radice_Host_contig19247","GCKDGN102ERQXH_Past"
"N0.HOG0003553","N0.HOG0003553","Siderastrea_Mexico_Barshis-Radice_Host_contig07845","isotig27656_Past"
"N0.HOG0003554","N0.HOG0003554","Siderastrea_Mexico_Barshis-Radice_Host_contig04052","isotig03400_Past"
"N0.HOG0003555","N0.HOG0003555","Siderastrea_Mexico_Barshis-Radice_Host_contig04050","isotig03153_Past"
"N0.HOG0003557","N0.HOG0003557","Siderastrea_Mexico_Barshis-Radice_Host_contig00218","isotig03244_Past"
"N0.HOG0003558","N0.HOG0003558","Siderastrea_Mexico_Barshis-Radice_Host_contig04451","isotig02316_Past"
"N0.HOG0003559","N0.HOG0003559","Siderastrea_Mexico_Barshis-Radice_Host_contig07520","GCKDGN102C5RIF_Past"
"N0.HOG0003560","N0.HOG0003560","Siderastrea_Mexico_Barshis-Radice_Host_contig08584","isotig05817_Past"
"N0.HOG0003561","N0.HOG0003561","Siderastrea_Mexico_Barshis-Radice_Host_contig05897","GCKDGN103GNRGS_Past"
"N0.HOG0003562","N0.HOG0003562","Siderastrea_Mexico_Barshis-Radice_Host_contig15730","isotig06227_Past"
"N0.HOG0003563","N0.HOG0003563","Siderastrea_Mexico_Barshis-Radice_Host_contig01166","GCKDGN101BQ4JB_Past"
"N0.HOG0003564","N0.HOG0003564","Siderastrea_Mexico_Barshis-Radice_Host_contig09499","isotig17012_Past"
"N0.HOG0003565","N0.HOG0003565","Siderastrea_Mexico_Barshis-Radice_Host_contig17326","isotig21531_Past"
"N0.HOG0003566","N0.HOG0003566","Siderastrea_Mexico_Barshis-Radice_Host_contig05093","GCKDGN101AT403_Past"
"N0.HOG0003567","N0.HOG0003567","Siderastrea_Mexico_Barshis-Radice_Host_contig07836","isotig09322_Past"
"N0.HOG0003568","N0.HOG0003568","Siderastrea_Mexico_Barshis-Radice_Host_contig13964","isotig07889_Past"
"N0.HOG0003570","N0.HOG0003570","Siderastrea_Mexico_Barshis-Radice_Host_contig09889","isotig21769_Past"
"N0.HOG0003571","N0.HOG0003571","Siderastrea_Mexico_Barshis-Radice_Host_contig15666","isotig03504_Past"
"N0.HOG0003572","N0.HOG0003572","Siderastrea_Mexico_Barshis-Radice_Host_contig13187","isotig10116_Past"
"N0.HOG0003573","N0.HOG0003573","Siderastrea_Mexico_Barshis-Radice_Host_contig01579","isotig11839_Past"
"N0.HOG0003574","N0.HOG0003574","Siderastrea_Mexico_Barshis-Radice_Host_contig11668","isotig03466_Past"
"N0.HOG0003575","N0.HOG0003575","Siderastrea_Mexico_Barshis-Radice_Host_contig18737","isotig18540_Past"
"N0.HOG0003576","N0.HOG0003576","Siderastrea_Mexico_Barshis-Radice_Host_contig18734","isotig06250_Past"
"N0.HOG0003577","N0.HOG0003577","Siderastrea_Mexico_Barshis-Radice_Host_contig18735","isotig07501_Past"
"N0.HOG0003578","N0.HOG0003578","Siderastrea_Mexico_Barshis-Radice_Host_contig03808","isotig03661_Past"
"N0.HOG0003579","N0.HOG0003579","Siderastrea_Mexico_Barshis-Radice_Host_contig17057","GCKDGN103F9G6X_Past"
"N0.HOG0003580","N0.HOG0003580","Siderastrea_Mexico_Barshis-Radice_Host_contig03800","GE910004_Past"
"N0.HOG0003581","N0.HOG0003581","Siderastrea_Mexico_Barshis-Radice_Host_contig16077","GCKDGN103GEGKA_Past"
"N0.HOG0003582","N0.HOG0003582","Siderastrea_Mexico_Barshis-Radice_Host_contig03701","isotig24204_Past"
"N0.HOG0003583","N0.HOG0003583","Siderastrea_Mexico_Barshis-Radice_Host_contig19186","isotig03699_Past"
"N0.HOG0003584","N0.HOG0003584","Siderastrea_Mexico_Barshis-Radice_Host_contig15913","isotig22051_Past"
"N0.HOG0003585","N0.HOG0003585","Siderastrea_Mexico_Barshis-Radice_Host_contig07245","isotig22505_Past"
"N0.HOG0003586","N0.HOG0003586","Siderastrea_Mexico_Barshis-Radice_Host_contig09709","GCKDGN103FN2PV_Past"
"N0.HOG0003587","N0.HOG0003587","Siderastrea_Mexico_Barshis-Radice_Host_contig08991","isotig00947_Past"
"N0.HOG0003588","N0.HOG0003588","Siderastrea_Mexico_Barshis-Radice_Host_contig16460","GCKDGN102DYCN5_Past"
"N0.HOG0003589","N0.HOG0003589","Siderastrea_Mexico_Barshis-Radice_Host_contig17843","isotig06619_Past"
"N0.HOG0003590","N0.HOG0003590","Siderastrea_Mexico_Barshis-Radice_Host_contig17846","isotig19723_Past"
"N0.HOG0003591","N0.HOG0003591","Siderastrea_Mexico_Barshis-Radice_Host_contig12327","isotig01472_Past"
"N0.HOG0003592","N0.HOG0003592","Siderastrea_Mexico_Barshis-Radice_Host_contig05896","isotig23251_Past"
"N0.HOG0003593","N0.HOG0003593","Siderastrea_Mexico_Barshis-Radice_Host_contig19207","isotig13755_Past"
"N0.HOG0003594","N0.HOG0003594","Siderastrea_Mexico_Barshis-Radice_Host_contig11866","isotig02738_Past"
"N0.HOG0003595","N0.HOG0003595","Siderastrea_Mexico_Barshis-Radice_Host_contig10702","isotig11473_Past"
"N0.HOG0003596","N0.HOG0003596","Siderastrea_Mexico_Barshis-Radice_Host_contig09796","isotig16236_Past"
"N0.HOG0003597","N0.HOG0003597","Siderastrea_Mexico_Barshis-Radice_Host_contig07016","GCKDGN101BF7TO_Past"
"N0.HOG0003598","N0.HOG0003598","Siderastrea_Mexico_Barshis-Radice_Host_contig09799","isotig03651_Past"
"N0.HOG0003599","N0.HOG0003599","Siderastrea_Mexico_Barshis-Radice_Host_contig18236","isotig02750_Past"
"N0.HOG0003600","N0.HOG0003600","Siderastrea_Mexico_Barshis-Radice_Host_contig11198","isotig04826_Past"
"N0.HOG0003601","N0.HOG0003601","Siderastrea_Mexico_Barshis-Radice_Host_contig01962","isotig04514_Past"
"N0.HOG0003602","N0.HOG0003602","Siderastrea_Mexico_Barshis-Radice_Host_contig17893","isotig04053_Past"
"N0.HOG0003603","N0.HOG0003603","Siderastrea_Mexico_Barshis-Radice_Host_contig09707","isotig03713_Past"
"N0.HOG0003604","N0.HOG0003604","Siderastrea_Mexico_Barshis-Radice_Host_contig09432","isotig10888_Past"
"N0.HOG0003605","N0.HOG0003605","Siderastrea_Mexico_Barshis-Radice_Host_contig02311","isotig04110_Past"
"N0.HOG0003606","N0.HOG0003606","Siderastrea_Mexico_Barshis-Radice_Host_contig12398","isotig10194_Past"
"N0.HOG0003607","N0.HOG0003607","Siderastrea_Mexico_Barshis-Radice_Host_contig15182","isotig22519_Past"
"N0.HOG0003608","N0.HOG0003608","Siderastrea_Mexico_Barshis-Radice_Host_contig17615","isotig11229_Past"
"N0.HOG0003609","N0.HOG0003609","Siderastrea_Mexico_Barshis-Radice_Host_contig11289","GCKDGN103F6Q95_Past"
"N0.HOG0003610","N0.HOG0003610","Siderastrea_Mexico_Barshis-Radice_Host_contig19261","isotig05152_Past"
"N0.HOG0003611","N0.HOG0003611","Siderastrea_Mexico_Barshis-Radice_Host_contig10883","isotig03233_Past"
"N0.HOG0003612","N0.HOG0003612","Siderastrea_Mexico_Barshis-Radice_Host_contig10191","GCKDGN101A0KSC_Past"
"N0.HOG0003613","N0.HOG0003613","Siderastrea_Mexico_Barshis-Radice_Host_contig05189","isotig26824_Past"
"N0.HOG0003615","N0.HOG0003615","Siderastrea_Mexico_Barshis-Radice_Host_contig07101","isotig10820_Past"
"N0.HOG0003616","N0.HOG0003616","Siderastrea_Mexico_Barshis-Radice_Host_contig16873","isotig14177_Past"
"N0.HOG0003617","N0.HOG0003617","Siderastrea_Mexico_Barshis-Radice_Host_contig16879","isotig05244_Past"
"N0.HOG0003618","N0.HOG0003618","Siderastrea_Mexico_Barshis-Radice_Host_contig15111","isotig06898_Past"
"N0.HOG0003619","N0.HOG0003619","Siderastrea_Mexico_Barshis-Radice_Host_contig03116","isotig04704_Past"
"N0.HOG0003620","N0.HOG0003620","Siderastrea_Mexico_Barshis-Radice_Host_contig13537","isotig07605_Past"
"N0.HOG0003621","N0.HOG0003621","Siderastrea_Mexico_Barshis-Radice_Host_contig18853","isotig06321_Past"
"N0.HOG0003622","N0.HOG0003622","Siderastrea_Mexico_Barshis-Radice_Host_contig18088","isotig03482_Past"
"N0.HOG0003623","N0.HOG0003623","Siderastrea_Mexico_Barshis-Radice_Host_contig17054","isotig05026_Past"
"N0.HOG0003624","N0.HOG0003624","Siderastrea_Mexico_Barshis-Radice_Host_contig07819","isotig08783_Past"
"N0.HOG0003625","N0.HOG0003625","Siderastrea_Mexico_Barshis-Radice_Host_contig14399","GCKDGN103GCPB4_Past"
"N0.HOG0003626","N0.HOG0003626","Siderastrea_Mexico_Barshis-Radice_Host_contig10707","isotig26121_Past"
"N0.HOG0003627","N0.HOG0003627","Siderastrea_Mexico_Barshis-Radice_Host_contig12561","isotig03134_Past"
"N0.HOG0003628","N0.HOG0003628","Siderastrea_Mexico_Barshis-Radice_Host_contig07743","isotig12627_Past"
"N0.HOG0003629","N0.HOG0003629","Siderastrea_Mexico_Barshis-Radice_Host_contig18619","isotig32028_Past"
"N0.HOG0003630","N0.HOG0003630","Siderastrea_Mexico_Barshis-Radice_Host_contig12703","isotig28512_Past"
"N0.HOG0003631","N0.HOG0003631","Siderastrea_Mexico_Barshis-Radice_Host_contig16019","isotig25292_Past"
"N0.HOG0003632","N0.HOG0003632","Siderastrea_Mexico_Barshis-Radice_Host_contig04893","isotig09985_Past"
